Title,Document,EPA.Comment.Letter.Date,Federal.Register.Date,Agency,State,eis_url,EIS_ID,EIS.Title,EIS.Number,Document.Type,EIS.Comment.Due..Review.Period.Date,Amended.Notice.Date,Amended.Notice,Supplemental.Information,Website,State.or.Territory,Lead.Agency,Contact.Name,Contact.Phone,Rating..if.Draft.EIS.
Flathead National Forest Noxious Weeds Management Project  Herbicide Use on Seven Sites  Bob Marshall Wilderness Area  Implementation  Spotted Bear and Hungry Horse Ranger Districts  Flathead County  MT,Draft,03/11/1991,02/01/1991,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85371,85371,Flathead National Forest Noxious Weeds Management Project  Herbicide Use on Seven Sites  Bob Marshall Wilderness Area  Implementation  Spotted Bear and Hungry Horse Ranger Districts  Flathead County  MT,19910028,Draft,1991-03-1801:00:00.0,NA,NA,NA,NA,MT,Forest Service,Greg Warren,( 406) 3875243,EC2
Western Vermiculite Open Pit Mine Project  Construction and Operation  Permit Approval  Bitterroot National Forest  Hamilton County  MT,Draft,03/18/1991,02/01/1991,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84971,84971,Western Vermiculite Open Pit Mine Project  Construction and Operation  Permit Approval  Bitterroot National Forest  Hamilton County  MT,19910024,Draft,1991-03-1801:00:00.0,NA,NA,NA,NA,MT,Forest Service,Winnie Schreiber,( 406) 8213913,EC2
Strawberry Ridge Timber Sale and Road Reconstruction  Implementation  Dixie National Forest  Cedar City Range District  Kane County  UT,Final,03/04/1991,02/01/1991,Forest Service,UT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85014,85014,Strawberry Ridge Timber Sale and Road Reconstruction  Implementation  Dixie National Forest  Cedar City Range District  Kane County  UT,19910029,Final,1991-03-0400:00:00.0,NA,NA,NA,NA,UT,Forest Service,Ronald S. Wilson,( 801) 5864462,NA
South Fork Complex Timber Sales Road Construction and Reconstruction  Implementation  Lewis and Clark National Forest  Judith Ranger District  Judith Basin County  MT,Final,02/13/1991,01/25/1991,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=86461,86461,South Fork Complex Timber Sales Road Construction and Reconstruction  Implementation  Lewis and Clark National Forest  Judith Ranger District  Judith Basin County  MT,19910023,Final,1991-03-1101:00:00.0,NA,NA,NA,NA,MT,Forest Service,Jerome E. Dombrovske,( 406) 5662292,NA
Bender-Retie Timber Sale and Road Construction/ Reconstruction  Implementation  Beaverhead National Forest  Wisdom Ranger District  Beaverhead County  MT,Draft,03/01/1991,01/25/1991,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85463,85463,Bender-Retie Timber Sale and Road Construction/ Reconstruction  Implementation  Beaverhead National Forest  Wisdom Ranger District  Beaverhead County  MT,19910021,Draft,1991-03-1101:00:00.0,NA,NA,NA,NA,MT,Forest Service,Philip Kemp,( 406) 6833900,EC2
Duncan/Sunflower Timber Sales  Implementation  Duncan Canyon  Tahoe National Forest  Foresthill Ranger District  Placer County  CA,Draft,04/09/1991,01/25/1991,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=86323,86323,Duncan/Sunflower Timber Sales  Implementation  Duncan Canyon  Tahoe National Forest  Foresthill Ranger District  Placer County  CA,19910019,Draft,1991-04-1000:00:00.0,NA,NA,NA,NA,CA,Forest Service,Philip G. Tuma,( 916) 3672224,EC2
Valbois Destination Resort Village  Special Use Permit and Land/Resource Management Plan Amendments  Cascade Lake  Boise National Forest  Valley County  ID This EIS was inadvertantly omitted from the 1-18-91 Register.  The official 30 NEPA review period i,Final,02/15/1991,01/25/1991,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=83863,83863,Valbois Destination Resort Village  Special Use Permit and Land/Resource Management Plan Amendments  Cascade Lake  Boise National Forest  Valley County  ID This EIS was inadvertantly omitted from the 1-18-91 Register.  The official 30 NEPA review period i,19910018,Final,1991-02-1900:00:00.0,NA,NA,NA,NA,ID,Forest Service,Greg W. Spangenberg,( 208) 3644104,NA
Loon Mountain Ski Area  South Mountain Expansion Project  Special Use Permit  White Mountain National Forest  Grafton County  NH,Revised Draft,03/04/1991,01/18/1991,Forest Service,NH,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85688,85688,Loon Mountain Ski Area  South Mountain Expansion Project  Special Use Permit  White Mountain National Forest  Grafton County  NH,19910017,Revised Draft,1991-03-0400:00:00.0,NA,NA,NA,NA,NH,Forest Service,Ned Therrien,( 603) 5288721,EO1
Upper Ruby Cattle and Horse Allotment Management Plan  Centennial Divide Road No. 100 Recontruction and Management Area Designation for portions of the Ruby River  Implementation  Beaverhead National Forest  Sheridan Ranger District  Madison and Beaverhea,Draft,02/27/1991,01/18/1991,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85586,85586,Upper Ruby Cattle and Horse Allotment Management Plan  Centennial Divide Road No. 100 Recontruction and Management Area Designation for portions of the Ruby River  Implementation  Beaverhead National Forest  Sheridan Ranger District  Madison and Beaverhea,19910009,Draft,1991-04-1500:00:00.0,NA,NA,NA,NA,MT,Forest Service,Ronald Stellingwerf,( 406) 6833900,EC2
Mount Hood Ski Area Additional Development and Expansion  Master Plan Approval  Special Use Permit  US Department of Commerce Permits and US COE Section 404 Permit  Mount Hood National Forest Hood River County  OR,Final,03/08/1991,01/18/1991,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84878,84878,Mount Hood Ski Area Additional Development and Expansion  Master Plan Approval  Special Use Permit  US Department of Commerce Permits and US COE Section 404 Permit  Mount Hood National Forest Hood River County  OR,19910011,Final,1991-02-1900:00:00.0,NA,NA,NA,NA,OR,Forest Service,Douglas E. Gochnour,( 503) 6660700,NA
Mt. Reba Ski Area Expansion  Stanislaus National Forest  Special Use Permit  Calaveras Ranger District  Alpine County  CA,Draft,03/29/1991,01/18/1991,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=83859,83859,Mt. Reba Ski Area Expansion  Stanislaus National Forest  Special Use Permit  Calaveras Ranger District  Alpine County  CA,19910006,Draft,1991-03-0400:00:00.0,NA,NA,NA,NA,CA,Forest Service,Claire C. Huking,( 209) 7951381,EC2
Gillibrand Soledad Canyon Mining Operations Management Plan  Implememtation  Angeles National Forest  Los Angeles County  CA,Draft,03/26/1991,01/18/1991,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85334,85334,Gillibrand Soledad Canyon Mining Operations Management Plan  Implememtation  Angeles National Forest  Los Angeles County  CA,19910005,Draft,1991-03-1201:00:00.0,NA,NA,NA,NA,CA,Forest Service,Charles McDonald,( 818) 5745257,EC2
Chenuis Creek/Cayada Mountain Timber Sale  Timber Harvest/Improvement  Implementation  MT. Baker- Snoqualmie National Forest  Clearwater Roadless Area  White River Ranger District  Pierce County  WA Published FR 1-11-91 - Officially Canceled by Preparing,Draft,02/26/1991,01/11/1991,Forest Service,WA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84313,84313,Chenuis Creek/Cayada Mountain Timber Sale  Timber Harvest/Improvement  Implementation  MT. Baker- Snoqualmie National Forest  Clearwater Roadless Area  White River Ranger District  Pierce County  WA Published FR 1-11-91 - Officially Canceled by Preparing,19910003,Draft,1991-02-2500:00:00.0,NA,NA,NA,NA,WA,Forest Service,Ted Lewis,( 206) 8256585,EC2
Mount Hood National Forest  Land and Resource Management Plan  Implementation  Clackamas  Hood River  Jefferson  Marion  Multnomah and Wasco Counties  OR,Final,05/15/1991,01/11/1991,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85378,85378,Mount Hood National Forest  Land and Resource Management Plan  Implementation  Clackamas  Hood River  Jefferson  Marion  Multnomah and Wasco Counties  OR,19910004,Final,1991-02-1100:00:00.0,NA,NA,NA,NA,OR,Forest Service,Laura Ceperly,( 503) 6660795,NA
Lost Silver Timber Harvest Project  Timber Sale and Road Construction  Implementation  Flathead National Forest  Horse Ranger District  Flathead County  MT,Draft,02/12/1991,01/11/1991,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84162,84162,Lost Silver Timber Harvest Project  Timber Sale and Road Construction  Implementation  Flathead National Forest  Horse Ranger District  Flathead County  MT,19910002,Draft,1991-02-2500:00:00.0,NA,NA,NA,NA,MT,Forest Service,Allen Christopherson,( 406) 3875243,EC2
Tippets Valley Timber Harvest Project  Timber Sale and Road Construction  Implementation  Dixie National Forest  Cedar City Ranger District  Iron County  UT,Draft,02/01/1991,01/04/1991,Forest Service,UT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85611,85611,Tippets Valley Timber Harvest Project  Timber Sale and Road Construction  Implementation  Dixie National Forest  Cedar City Ranger District  Iron County  UT,19900473,Draft,1991-02-1800:00:00.0,NA,NA,NA,NA,UT,Forest Service,Ronald S. Wilson,( 801) 8653200,LO
Camp Litte Green Valley Renovation  Expansion and Operation Plan Approval  San Bernardino National Forest  San Bernardino County  CA,Draft,02/15/1991,12/28/1990,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85537,85537,Camp Litte Green Valley Renovation  Expansion and Operation Plan Approval  San Bernardino National Forest  San Bernardino County  CA,19900471,Draft,1991-02-1900:00:00.0,NA,NA,NA,NA,CA,Forest Service,Gail VanDer Bie,( 714) 3835588,EC2
South Fork of the Kern River Wild and Scenic Rivers Study  Designation or Nondesignation  National Wild and Scenic Rivers System  Sequoia National Forest  Sierra Nevada Mountains  Kern County  CA Published FR 12-28-90 - Review period extended. and extende,Draft,01/28/1991,12/28/1990,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=83939,83939,South Fork of the Kern River Wild and Scenic Rivers Study  Designation or Nondesignation  National Wild and Scenic Rivers System  Sequoia National Forest  Sierra Nevada Mountains  Kern County  CA Published FR 12-28-90 - Review period extended. and extende,19900464,Draft,1991-03-2801:00:00.0,NA,NA,NA,NA,CA,Forest Service,Dale K Dague,( 619) 3763781,LO
Harvey-Eightymile Project Area  Timber Sale and Road Construction  Implementation  Deerlodge National Forest  Silver King Roadless Area  Philipsburg Ranger District  Granite County  MT,Draft,01/24/1991,12/28/1990,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85746,85746,Harvey-Eightymile Project Area  Timber Sale and Road Construction  Implementation  Deerlodge National Forest  Silver King Roadless Area  Philipsburg Ranger District  Granite County  MT,19900463,Draft,1991-02-1100:00:00.0,NA,NA,NA,NA,MT,Forest Service,Tom Heintz,( 406) 8593211,EC2
Teton Village Federal Tract\Diamond L Ranch Land Exchange  Special Use Permits  Bridger-Teton National Forest  Teton County  WY,Draft,02/22/1991,12/21/1990,Forest Service,WY,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85025,85025,Teton Village Federal Tract\Diamond L Ranch Land Exchange  Special Use Permits  Bridger-Teton National Forest  Teton County  WY,19900458,Draft,1991-02-2200:00:00.0,NA,NA,NA,NA,WY,Forest Service,Pete Mourtsen,( 307) 7334755,LO2
Mallard Creek Timber Sale and Road Construction  Implementation  Nez Perce National Forest  Red River Ranger District  Idaho County  ID,Final,01/31/1991,12/21/1990,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84279,84279,Mallard Creek Timber Sale and Road Construction  Implementation  Nez Perce National Forest  Red River Ranger District  Idaho County  ID,19900457,Final,1991-02-0400:00:00.0,NA,NA,NA,NA,ID,Forest Service,Larry Lunde,( 208) 8422255,NA
Cove Area Timber Sales and Road Construction  Implementation  Nez Perce National Forest  Idaho County  ID,Final,01/31/1991,12/21/1990,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=86562,86562,Cove Area Timber Sales and Road Construction  Implementation  Nez Perce National Forest  Idaho County  ID,19900459,Final,1991-02-0400:00:00.0,NA,NA,NA,NA,ID,Forest Service,Larry Lunde,( 208) 8422255,NA
Willow Mountain Area  Multiple-Use Management Projects  Implementation  Special Use Permit  Rio Grande National Forest  CO,Final,01/14/1991,12/14/1990,Forest Service,CO,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=83876,83876,Willow Mountain Area  Multiple-Use Management Projects  Implementation  Special Use Permit  Rio Grande National Forest  CO,19900447,Final,1991-01-1400:00:00.0,NA,NA,NA,NA,CO,Forest Service,James Webb,( 719) 8525941,NA
Little Bighorn River  Wild and Scenic River Study  National Wild and Scenic Rivers System  Designation  Bighorn National Forest  Sheridan County  WY Published FR 8-31-90 - This final statement was inadvertently filed with EPA 8-23-90.,Final,01/14/1991,12/14/1990,Forest Service,WY,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85390,85390,Little Bighorn River  Wild and Scenic River Study  National Wild and Scenic Rivers System  Designation  Bighorn National Forest  Sheridan County  WY Published FR 8-31-90 - This final statement was inadvertently filed with EPA 8-23-90.,19900315,Final,1991-01-1400:00:00.0,NA,NA,NA,NA,WY,Forest Service,Arthur Bauer,( 307) 6720751,NA
Badger-Two Medicine Area Exploratory Oil and Gas Wells Drilling  Leasing and Permit  Lewis and Clark National Forest  Rocky Mountain Ranger District  Pondera and Glacier Counties  MT,Final,01/04/1991,12/07/1990,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=86274,86274,Badger-Two Medicine Area Exploratory Oil and Gas Wells Drilling  Leasing and Permit  Lewis and Clark National Forest  Rocky Mountain Ranger District  Pondera and Glacier Counties  MT,19900444,Final,1991-01-1100:00:00.0,NA,NA,NA,NA,MT,Forest Service,Norman Yogerst,( 406) 3293634,NA
Flathead National Forest Land and Resource Management Plan Amendment 16  Old-Growth Management Indicator Species Continued Populations Plan  Implementation  Flathead  Lake  Lincoln  Missoula  Powell and Lewis and Clark Counties  MT Published FR -07-02-92,Draft,01/10/1991,12/07/1990,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85340,85340,Flathead National Forest Land and Resource Management Plan Amendment 16  Old-Growth Management Indicator Species Continued Populations Plan  Implementation  Flathead  Lake  Lincoln  Missoula  Powell and Lewis and Clark Counties  MT Published FR -07-02-92,19900435,Draft,1991-03-0100:00:00.0,NA,NA,NA,NA,MT,Forest Service,Charles Snyder,( 406) 7555401,LO1
Shelter Cove and George Inlet Areas Timber Sale  Implementation  Tongass National Forest  Ketchikan Ranger District  AK,Draft,02/13/1991,11/30/1990,Forest Service,AK,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85323,85323,Shelter Cove and George Inlet Areas Timber Sale  Implementation  Tongass National Forest  Ketchikan Ranger District  AK,19900432,Draft,1991-01-2100:00:00.0,NA,NA,NA,NA,AK,Forest Service,Steven T. Segovia,( 907) 2252148,EC2
Rocky Mountain Regional Guide/Plan  Silvicultural Standards and Guidelines  for Land and Resource Management Planning  CO  SD  WY  NB and KS,Draft Supplement,04/01/1991,11/30/1990,Forest Service,NA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85143,85143,Rocky Mountain Regional Guide/Plan  Silvicultural Standards and Guidelines  for Land and Resource Management Planning  CO  SD  WY  NB and KS,19900428,Draft Supplement,1991-02-2800:00:00.0,NA,NA,NA,NA,NA,Forest Service,David A. Anderson,( 303) 2369656,EO2
Lake Catamount Resort Construction  Special Use Permit  404 Permit  Routt National Forest  Routt County  CO,Final,01/18/1991,11/23/1990,Forest Service,CO,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84955,84955,Lake Catamount Resort Construction  Special Use Permit  404 Permit  Routt National Forest  Routt County  CO,19900424,Final,1990-12-2400:00:00.0,NA,NA,NA,NA,CO,Forest Service,Larry Keown,( 303) 8791722,NA
Stanislaus National Forest  Land and Resource Management Plan  Implementation  Alpine  Calaveras  Mariposa and Tuolumne Counties  CA,Draft,03/08/1991,11/09/1990,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85274,85274,Stanislaus National Forest  Land and Resource Management Plan  Implementation  Alpine  Calaveras  Mariposa and Tuolumne Counties  CA,19900407,Draft,1991-02-2600:00:00.0,NA,NA,NA,NA,CA,Forest Service,Janet L. Wold,( 209) 5323671,EC2
Mt. Ashland Ski Area Development Plan  Implementation  Additional Alternatives  Special Use Permit  Ashland Ranger District  Rogue River National Forest  Jackson County  OR,Draft,12/27/1990,11/02/1990,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=86405,86405,Mt. Ashland Ski Area Development Plan  Implementation  Additional Alternatives  Special Use Permit  Ashland Ranger District  Rogue River National Forest  Jackson County  OR,19900403,Draft,1990-12-1700:00:00.0,NA,NA,NA,NA,OR,Forest Service,Mary L. Smelcer,( 503) 4823333,EC2
Beartrack Open Pit Heap Leach Gold Mine Project  Construction and Operation  NPDES Permit and Section 404 Permit  Salmon National Forest  Lemhi County  ID,Draft,01/15/1991,11/02/1990,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85728,85728,Beartrack Open Pit Heap Leach Gold Mine Project  Construction and Operation  NPDES Permit and Section 404 Permit  Salmon National Forest  Lemhi County  ID,19900396,Draft,1990-12-2100:00:00.0,NA,NA,NA,NA,ID,Forest Service,Tom Buchta,( 208) 7562215,EC2
Allegheny National Forest Understory Vegetation Management Amendement  Implementation  Warren  McKean  Forest and Elk Counties  PA,Second Draft,12/17/1990,11/02/1990,Forest Service,PA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84954,84954,Allegheny National Forest Understory Vegetation Management Amendement  Implementation  Warren  McKean  Forest and Elk Counties  PA,19900395,Second Draft,1990-12-1700:00:00.0,NA,NA,NA,NA,PA,Forest Service,Robert L. White,( 814) 7235150,LO1
Castle Rock Compartment Timber Sales and Road Construction  Implementation  Six Rivers National Forest  Lower Trinity Ranger District  Trinity County  CA,Draft,12/28/1990,10/26/1990,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84087,84087,Castle Rock Compartment Timber Sales and Road Construction  Implementation  Six Rivers National Forest  Lower Trinity Ranger District  Trinity County  CA,19900390,Draft,1990-12-2100:00:00.0,NA,NA,NA,NA,CA,Forest Service,Lawrence L. Cabodi,( 916) 6292118,EC2
Swamp Ridge Timber Sales and Road Construction  Portions of Swamp  Shell  Sugar  Pollock  and Lake Creek Drainages  Implementation  Clearwater National Forest  North Fork Ranger District  Clearwater County  ID Published FR 10-19-90 - Officially Canceled b,Draft,01/22/1991,10/19/1990,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=86417,86417,Swamp Ridge Timber Sales and Road Construction  Portions of Swamp  Shell  Sugar  Pollock  and Lake Creek Drainages  Implementation  Clearwater National Forest  North Fork Ranger District  Clearwater County  ID Published FR 10-19-90 - Officially Canceled b,19900385,Draft,1991-01-1700:00:00.0,NA,NA,NA,NA,ID,Forest Service,Arthur S. Bourassa,( 208) 4763775,EC2
Mt. Shasta Ski Area Development Selecting National Forest System Land for Alpine Skiing  Implementation  Siskiyou County  CA,Final Supplement,11/28/1990,10/12/1990,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85694,85694,Mt. Shasta Ski Area Development Selecting National Forest System Land for Alpine Skiing  Implementation  Siskiyou County  CA,19900379,Final Supplement,1990-11-1200:00:00.0,NA,NA,NA,NA,CA,Forest Service,Duane H. Lyon,( 916) 2465499,NA
Montanore Mine/Mill Project  Construction and Operation  Permit Approval  Section 404 Permit  Special Use Permit  Kootenai National Forest  Lincoln and Sanders Counties  MT,Draft,12/23/1990,10/12/1990,Forest Service,MT,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=83897,83897,Montanore Mine/Mill Project  Construction and Operation  Permit Approval  Section 404 Permit  Special Use Permit  Kootenai National Forest  Lincoln and Sanders Counties  MT,19900376,Draft,1990-12-1100:00:00.0,NA,NA,NA,NA,MT,Forest Service,Ron Erickson,( 406) 2936211,EU3
Sunken Camp Area  Management Plan  Implementation  Chequamegon National Forest  Washburn Ranger District  Bayfield County  WI,Draft,11/30/1990,10/12/1990,Forest Service,WI,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85288,85288,Sunken Camp Area  Management Plan  Implementation  Chequamegon National Forest  Washburn Ranger District  Bayfield County  WI,19900373,Draft,1990-12-0100:00:00.0,NA,NA,NA,NA,WI,Forest Service,Steven J. Christiansen,( 715) 3732667,EO2
Sherwin Bowl Ski Area Development  Alpine Skiing  Special Use Permit  Inyo National Forest  Mammoth Ranger District  Mono County  CA,Final,11/08/1990,10/12/1990,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85337,85337,Sherwin Bowl Ski Area Development  Alpine Skiing  Special Use Permit  Inyo National Forest  Mammoth Ranger District  Mono County  CA,19900370,Final,1990-11-1200:00:00.0,NA,NA,NA,NA,CA,Forest Service,John Ruopp,( 619) 8735841,NA
Winema National Forest  Land and Resource Management Plan  Implementation  Klamath County  OR,Final,11/05/1990,10/05/1990,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=86357,86357,Winema National Forest  Land and Resource Management Plan  Implementation  Klamath County  OR,19900369,Final,1990-11-0500:00:00.0,NA,NA,NA,NA,OR,Forest Service,J. L. Christensen,( 503) 8836714,NA
Plumas National Forest Prototype Project  Augmenting Snow Pack by Cloud Seeding Using Ground Based Dispensers  Implementation  Plumas and Sierra Counties  CA,Final,10/17/1990,09/28/1990,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85265,85265,Plumas National Forest Prototype Project  Augmenting Snow Pack by Cloud Seeding Using Ground Based Dispensers  Implementation  Plumas and Sierra Counties  CA,19900358,Final,1990-10-2901:00:00.0,NA,NA,NA,NA,CA,Forest Service,R.C. Bennett,( 916) 2831367,NA
Sugar Bowl Ski Resort Master Plan  Development and Expansion  Tahoe National Forest  Special Use Permit and Section 404 Permit  Placer and Nevada Counties  CA,Draft,11/08/1990,09/28/1990,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84281,84281,Sugar Bowl Ski Resort Master Plan  Development and Expansion  Tahoe National Forest  Special Use Permit and Section 404 Permit  Placer and Nevada Counties  CA,19900360,Draft,1990-11-1200:00:00.0,NA,NA,NA,NA,CA,Forest Service,Joanne Roubique,( 916) 5873558,EC2
Umpqua National Forest  Land and Resource Management Plan  Implementation  Lane  Douglas and Jackson Counties  OR,Final,10/29/1990,09/28/1990,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84858,84858,Umpqua National Forest  Land and Resource Management Plan  Implementation  Lane  Douglas and Jackson Counties  OR,19900355,Final,1990-10-2901:00:00.0,NA,NA,NA,NA,OR,Forest Service,Doyle V. Ward,( 503) 6726601,NA
Cuddy Mountain Roadless Area  Grade/Dukes Timber Sale and Road Construction  Payette National Forest Land and Resource Management Plan  Implementation  Washington and Adams Counties  ID,Second Final,12/07/1990,09/21/1990,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85353,85353,Cuddy Mountain Roadless Area  Grade/Dukes Timber Sale and Road Construction  Payette National Forest Land and Resource Management Plan  Implementation  Washington and Adams Counties  ID,19900346,Second Final,1990-10-2200:00:00.0,NA,NA,NA,NA,ID,Forest Service,Phil Gilman,( 208) 6341304,NA
Ozark-St. Francis National Forest  Land and Resource Management Plan  Additional Information  Implementation  Several Counties  AR,Draft Supplement,11/05/1990,09/21/1990,Forest Service,AR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85534,85534,Ozark-St. Francis National Forest  Land and Resource Management Plan  Additional Information  Implementation  Several Counties  AR,19900344,Draft Supplement,1990-11-0500:00:00.0,NA,NA,NA,NA,AR,Forest Service,Lynn Neff,( 501) 9682354,LO
Merced and South Fork Merced Wild and Scenic Rivers Management Plan  Implementation  Sierra and Stanislaus National Forests and Yosemite National Park  Mariposa and Madara Counties  CA,Draft,12/05/1990,09/21/1990,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85513,85513,Merced and South Fork Merced Wild and Scenic Rivers Management Plan  Implementation  Sierra and Stanislaus National Forests and Yosemite National Park  Mariposa and Madara Counties  CA,19900343,Draft,1990-11-3000:00:00.0,NA,NA,NA,NA,CA,Forest Service,James L. Boynton,( 209) 4875155,EC2
Grassy Gap and Wesser Timber Sales Management Plan  Implementation  Nantahala National Forest  Graham and Swain Counties  NC,Final,09/20/1992,09/14/1990,Forest Service,NC,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85564,85564,Grassy Gap and Wesser Timber Sales Management Plan  Implementation  Nantahala National Forest  Graham and Swain Counties  NC,19900340,Final,1990-10-1500:00:00.0,NA,NA,NA,NA,NC,Forest Service,Pat Cook,( 704) 2574237,NA
Deschutes National Forest  Land and Resource Management Plan  Implementation  Jefferson  Lake  Klamath and Deschutes Counties  OR,Final,10/15/1990,09/14/1990,Forest Service,OR,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84937,84937,Deschutes National Forest  Land and Resource Management Plan  Implementation  Jefferson  Lake  Klamath and Deschutes Counties  OR,19900341,Final,1990-10-1500:00:00.0,NA,NA,NA,NA,OR,Forest Service,Sally Collins,( 503) 3888568,NA
South Fork Salmon River Road Reconstruction  Warm Lake Highway to the confluence of the South Fork Salmon River  Implementation  Boise and Payette NFs  Valley County  ID,Final,10/15/1990,09/14/1990,Forest Service,ID,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85430,85430,South Fork Salmon River Road Reconstruction  Warm Lake Highway to the confluence of the South Fork Salmon River  Implementation  Boise and Payette NFs  Valley County  ID,19900339,Final,1990-10-1500:00:00.0,NA,NA,NA,NA,ID,Forest Service,John Hooper,( 208) 6341469,NA
Lake Red Bluff Recreation Development  Implementation  Mendocino National Forest  Sacramento River  Tehama County  CA,Draft,10/25/1990,09/14/1990,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=85489,85489,Lake Red Bluff Recreation Development  Implementation  Mendocino National Forest  Sacramento River  Tehama County  CA,19900337,Draft,1990-10-2901:00:00.0,NA,NA,NA,NA,CA,Forest Service,Arthur Quintana,( 916) 8245196,EC2
M-70 Pipeline Replacement and System Optimization Project  Construction  Operation and Abandoment  Right-of-Way Grant  Special Use Permit and COE Permits  Angeles and Los Padres National Forests  Los Angeles and Kern Counties  CA,Draft,11/06/1990,09/07/1990,Forest Service,CA,https://cdxnodengn.epa.gov/cdx-enepa-II/public/action/eis/details?eisId=84236,84236,M-70 Pipeline Replacement and System Optimization Project  Construction  Operation and Abandoment  Right-of-Way Grant  Special Use Permit and COE Permits  Angeles and Los Padres National Forests  Los Angeles and Kern Counties  CA,19900334,Draft,1990-10-3101:00:00.0,NA,NA,NA,NA,CA,Forest Service,Michael J. Rogers,( 818) 5741613,EC2
